"https://vcloud.hudl.com/file/broadcast/3501843.m3u8?hfr=1 - Montpelier at Paulding | 2025-26 Boys Basketball | MySports.Live - Jan 24, 2026",
        "https://vcloud.hudl.com/file/broadcast/289426.m3u8?hfr=1 - Ayersville at Paulding | 2021 Football | MySports.Live - Oct 22, 2021",

        "https://vcloud.hudl.com/file/broadcast/289424.m3u8?hfr=1 - Paulding at Wayne Trace | 2021 Football | MySports.Live - Oct 15, 2021",

        "https://vcloud.hudl.com/file/broadcast/289418.m3u8?hfr=1 - Wayne Trace at Paulding | 2021 Volleyball | MySports.Live - Oct 12, 2021",

        "https://vcloud.hudl.com/file/broadcast/289416.m3u8?hfr=1 - Antwerp at Paulding | 2021 Football | MySports.Live - Oct 08, 2021",

        "https://vcloud.hudl.com/file/broadcast/289415.m3u8?hfr=1 - Ottoville at Paulding | 2021 Volleyball | MySports.Live - Oct 07, 2021",

        "https://vcloud.hudl.com/file/broadcast/289414.m3u8?hfr=1 - Paulding at Antwerp | 2021 Volleyball | MySports.Live - Oct 05, 2021",

        "https://vcloud.hudl.com/file/broadcast/289408.m3u8?hfr=1 - Tinora at Paulding | 2021 Volleyball | MySports.Live - Sep 28, 2021",

        "https://vcloud.hudl.com/file/broadcast/289405.m3u8?hfr=1 - Hicksville at Paulding | 2021 Football | MySports.Live - Sep 24, 2021",

        "https://vcloud.hudl.com/file/broadcast/289398.m3u8?hfr=1 - Edgerton at Paulding | 2021 Volleyball | MySports.Live - Sep 14, 2021",

        "https://vcloud.hudl.com/file/broadcast/289391.m3u8?hfr=1 - Fairview at Paulding | 2021 Football | MySports.Live - Sep 10, 2021",

        "https://vcloud.hudl.com/file/broadcast/289028.m3u8?hfr=1 - Crestview at Paulding | 2021 Volleyball | MySports.Live - Aug 24, 2021",

        "https://vcloud.hudl.com/file/broadcast/283971.m3u8?hfr=1 - Arlington at Paulding | 2021 Football | MySports.Live - Aug 20, 2021",

        "https://vcloud.hudl.com/file/broadcast/264064.m3u8?hfr=1 - Bishop Luers at Paulding | 2021 Boys Basketball | MySports.Live - Feb 18, 2021",

        "https://vcloud.hudl.com/file/broadcast/257698.m3u8?hfr=1 - Crestview at Paulding | 2021 Boys Basketball | MySports.Live - Feb 12, 2021",

        "https://vcloud.hudl.com/file/broadcast/257696.m3u8?hfr=1 - Defiance at Paulding | 2020-21 Girls Basketball | MySports.Live - Feb 09, 2021",

        "https://vcloud.hudl.com/file/broadcast/257694.m3u8?hfr=1 - Parkway at Paulding | 2021 Boys Basketball | MySports.Live - Feb 08, 2021",

        "https://vcloud.hudl.com/file/broadcast/246932.m3u8?hfr=1 - Continental at Paulding | 2020-21 Girls Basketball | MySports.Live - Jan 30, 2021",

        "https://vcloud.hudl.com/file/broadcast/246931.m3u8?hfr=1 - Ada at Paulding | 2020-21 Girls Basketball | MySports.Live - Jan 28, 2021",

        "https://vcloud.hudl.com/file/broadcast/245131.m3u8?hfr=1 - Montpelier at Paulding | 2021 Boys Basketball | MySports.Live - Jan 23, 2021",

        "https://vcloud.hudl.com/file/broadcast/245130.m3u8?hfr=1 - Delphos Jefferson at Paulding | 2021 Boys Basketball | MySports.Live - Jan 22, 2021",

        "https://vcloud.hudl.com/file/broadcast/243558.m3u8?hfr=1 - Tinora at Paulding | 2020-21 Girls Basketball | MySports.Live - Jan 19, 2021",

        "https://vcloud.hudl.com/file/broadcast/239834.m3u8?hfr=1 - Ayersville at Paulding | 2021 Boys Basketball | MySports.Live - Jan 16, 2021",

        "https://vcloud.hudl.com/file/broadcast/239830.m3u8?hfr=1 - Allen East at Paulding | 2020-21 Girls Basketball | MySports.Live - Jan 14, 2021",

        "https://vcloud.hudl.com/file/broadcast/238199.m3u8?hfr=1 - Van Wert at Paulding | 2020-21 Girls Basketball | MySports.Live - Jan 12, 2021",

        "https://vcloud.hudl.com/file/broadcast/238198.m3u8?hfr=1 - Ayersville at Paulding | 2020-21 Girls Basketball | MySports.Live - Jan 11, 2021",

        "https://vcloud.hudl.com/file/broadcast/237106.m3u8?hfr=1 - Bluffton at Paulding | 2021 Boys Basketball | MySports.Live - Jan 08, 2021",

        "https://vcloud.hudl.com/file/broadcast/225768.m3u8?hfr=1 - Paulding at Wayne Trace | 2020 Boys Basketball | MySports.Live - Dec 22, 2020",

        "https://vcloud.hudl.com/file/broadcast/223263.m3u8?hfr=1 - Miller City at Paulding | 2020 Boys Basketball | MySports.Live - Dec 19, 2020",

        "https://vcloud.hudl.com/file/broadcast/221584.m3u8?hfr=1 - Columbus Grove at Paulding | 2020-21 Girls Basketball | MySports.Live - Dec 17, 2020",

        "https://vcloud.hudl.com/file/broadcast/217953.m3u8?hfr=1 - Spencerville at Paulding | 2020 Boys Basketball | MySports.Live - Dec 11, 2020",

        "https://vcloud.hudl.com/file/broadcast/217952.m3u8?hfr=1 - Paulding at Wayne Trace | 2020-21 Girls Basketball | MySports.Live - Dec 08, 2020",

        "https://vcloud.hudl.com/file/broadcast/214066.m3u8?hfr=1 - Defiance at Paulding | 2020-21 Boys Basketball | MySports.Live - Dec 04, 2020",

        "https://vcloud.hudl.com/file/broadcast/214065.m3u8?hfr=1 - Lincolnview at Paulding | 2020-21 Girls Basketball | MySports.Live - Dec 03, 2020",

        "https://vcloud.hudl.com/file/broadcast/211561.m3u8?hfr=1 - Paulding at Antwerp | 2020-21 Boys Basketball | MySports.Live - Nov 28, 2020",

        "https://vcloud.hudl.com/file/broadcast/211560.m3u8?hfr=1 - Paulding at Antwerp | 2020-21 Girls Basketball | MySports.Live - Nov 24, 2020",


        "https://vcloud.hudl.com/file/broadcast/211559.m3u8?hfr=1 - Edgerton at Paulding | 2020-21 Girls Basketball | MySports.Live - Nov 20, 2020",
